run_id,likelihood,seed,temperature,label_noise,_step,_runtime,_timestamp,csgld/test/acc,csgld/test/bma_ce_nll,csgld/test/total_loss,csgld/train/mini_loss,_wandb,csgld/train/epoch,csgld/test/bma_acc,csgld/test/bma_nll,csgld/train/mini_idx,noise
m8h2bdhp,dirichlet,-2,,0.5,1000,21260,1644954432,0.751,12313.5048828125,153317.03125,864403.0625,{'runtime': 21262},999,0.7734,153501.984375,350,0.1
txvg26ez,dirichlet,-3,,0.5,1000,21321,1644954457,0.8051,7055.15869140625,224342.734375,1386425.25,{'runtime': 21322},999,0.8238,224547.421875,350,0.01
ztlfbcd0,dirichlet,-2,,0.5,1000,21145,1644954280,0.7992,6982.77099609375,223118.390625,1437363.0,{'runtime': 21146},999,0.8252,223814.640625,350,0.01
03gnck2f,dirichlet,-3,,0.5,1000,21168,1644954299,0.7567,8863.6005859375,318815.375,1896228.375,{'runtime': 21169},999,0.7954,319611.125,350,0.001
lnh84fje,dirichlet,-2,,0.5,1000,21384,1644954344,0.764,8606.1416015625,318346.6875,1946340.375,{'runtime': 21385},999,0.7991,318172.5,350,0.001
xz36qnen,dirichlet,-3,,0.5,1000,21446,1644950550,0.713,12304.853515625,430348.65625,2231069.25,{'runtime': 21448},999,0.7713,430876.0,350,0.0001
gukp73k0,dirichlet,-2,,0.5,1000,21175,1644950151,0.7116,13282.2919921875,441651.125,2394209.25,{'runtime': 21176},999,0.7648,439265.46875,350,0.0001
bt42o0xw,dirichlet,-3,,0.5,1000,20955,1644949812,0.6763,16821.98828125,564839.375,2438213.25,{'runtime': 20956},999,0.7387,561018.0,350,1e-05
n1b6nygw,dirichlet,-2,,0.5,1000,21011,1644949808,0.6853,17060.900390625,559827.25,2483957.0,{'runtime': 21012},999,0.7407,558481.75,350,1e-05
gh13l1cf,dirichlet,-3,,0.5,1000,21109,1644949847,0.6939,18870.109375,675367.0,2617545.5,{'runtime': 21110},999,0.7431,672361.1875,350,1e-06
8cxj7srh,dirichlet,-2,,0.5,1000,21115,1644949786,0.6727,20105.650390625,689118.25,2676825.25,{'runtime': 21117},999,0.7252,686407.375,350,1e-06
oaknduo1,dirichlet,-3,,0.2,1000,21134,1644949757,0.836,8144.66552734375,142661.4375,746798.25,{'runtime': 21135},999,0.8546,142882.3125,350,0.1
hqvlgp88,dirichlet,-2,,0.2,1000,17456,1644945372,0.8349,8132.6611328125,142720.0625,751960.4375,{'runtime': 17457},999,0.8559,142856.34375,350,0.1
5bkstzmo,dirichlet,-3,,0.2,1000,17374,1644944627,0.8682,4523.28662109375,191952.09375,1118053.875,{'runtime': 17376},999,0.8847,192252.390625,350,0.01
zzg2il94,dirichlet,-2,,0.2,1000,17402,1644944624,0.8709,4402.38037109375,191590.625,1089387.75,{'runtime': 17403},999,0.8892,191849.28125,350,0.01
dfamd6al,dirichlet,-3,,0.2,1000,21282,1644948349,0.8591,5943.9072265625,251056.640625,1304767.375,{'runtime': 21283},999,0.8827,250682.5,350,0.001
tufebp0v,dirichlet,-2,,0.2,1000,21356,1644940730,0.858,6101.501953125,253428.328125,1376994.75,{'runtime': 21358},999,0.8792,251690.609375,350,0.001
dcu3xt8j,dirichlet,-3,,0.2,1000,21288,1644940479,0.8395,8708.880859375,327479.75,1604324.0,{'runtime': 21289},999,0.8676,326024.46875,350,0.0001
susvq8tj,dirichlet,-2,,0.2,1000,21384,1644940402,0.8357,8812.984375,329535.1875,1559328.125,{'runtime': 21385},999,0.8693,326709.0625,350,0.0001
9pu07kue,dirichlet,-3,,0.2,1000,21070,1644933056,0.8285,12031.9462890625,408620.59375,1604090.125,{'runtime': 21071},999,0.8539,410271.125,350,1e-05
w1tukjq6,dirichlet,-2,,0.2,1000,21087,1644933072,0.8275,11605.279296875,412191.71875,1704351.375,{'runtime': 21088},999,0.8617,405808.75,350,1e-05
11769nik,dirichlet,-3,,0.2,1000,20997,1644932923,0.8219,14319.79296875,493426.15625,1645145.0,{'runtime': 20998},999,0.8498,486198.3125,350,1e-06
66udrli3,dirichlet,-2,,0.2,1000,21220,1644933146,0.8263,14034.7734375,485104.34375,1681200.0,{'runtime': 21221},999,0.8557,483017.09375,350,1e-06
8aq54v6o,dirichlet,-3,,0.1,1000,21133,1644933059,0.8542,7168.19970703125,140682.15625,730473.5,{'runtime': 21134},999,0.8693,140938.609375,350,0.1
rs2of7t8,dirichlet,-2,,0.1,1000,21387,1644933263,0.8575,7217.32470703125,140742.390625,745587.1875,{'runtime': 21389},999,0.8689,141126.453125,350,0.1
a8zryj9r,dirichlet,-3,,0.1,1000,17522,1644927886,0.8827,3990.744873046875,185157.109375,989513.875,{'runtime': 17523},999,0.901,185344.796875,350,0.01
iwl2fmf5,dirichlet,-2,,0.1,1000,17399,1644927195,0.8916,3866.1201171875,184557.359375,1011161.6875,{'runtime': 17402},999,0.9069,184601.0,350,0.01
xhpg5y2s,dirichlet,-3,,0.1,1000,17433,1644927229,0.8847,5190.45458984375,231405.640625,1159272.0,{'runtime': 17435},999,0.8994,230947.71875,350,0.001
0ckllcsc,dirichlet,-2,,0.1,1000,21373,1644929048,0.8817,5246.09375,231764.15625,1249657.25,{'runtime': 21374},999,0.9021,230592.9375,350,0.001
5ycgixg9,dirichlet,-3,,0.1,1000,21229,1644928904,0.877,7332.822265625,292285.8125,1209153.125,{'runtime': 21231},999,0.8965,290230.5625,350,0.0001
2o455txu,dirichlet,-2,,0.1,1000,21023,1644928570,0.8777,7402.6337890625,291296.40625,1495466.625,{'runtime': 21024},999,0.8976,289034.8125,350,0.0001
f58x8y39,dirichlet,-2,,0.1,1000,21257,1644928804,0.8736,9271.7392578125,353557.1875,1339839.0,{'runtime': 21258},999,0.8938,348758.78125,350,1e-05
uypstnsq,dirichlet,-3,,0.1,1000,21215,1644928762,0.868,9888.83203125,362508.875,1346453.0,{'runtime': 21216},999,0.89,355928.46875,350,1e-05
gyf150ae,dirichlet,-3,,0.1,1000,21154,1644928648,0.867,11376.2900390625,424519.9375,1334582.375,{'runtime': 21155},999,0.8902,413826.875,350,1e-06
el05x8l2,dirichlet,-2,,0.1,1000,21199,1644928693,0.8726,11247.427734375,418708.09375,1424476.625,{'runtime': 21200},999,0.8943,414656.78125,350,1e-06
zk51u63w,dirichlet,-3,,0.0,1000,21154,1644926993,0.8671,6371.3525390625,139269.609375,706224.25,{'runtime': 21156},999,0.883,139533.5,350,0.1
hyt7hs4x,dirichlet,-2,,0.0,1000,21368,1644919340,0.8662,6380.1416015625,139643.546875,689490.0625,{'runtime': 21369},999,0.8829,139684.171875,350,0.1
7jgkje3c,dirichlet,-3,,0.0,1000,21305,1644919149,0.902,3547.646728515625,180373.109375,831387.3125,{'runtime': 21306},999,0.9158,180665.75,350,0.01
r3zaqmsv,dirichlet,-2,,0.0,1000,21238,1644918946,0.8989,3621.887451171875,180624.4375,850425.0625,{'runtime': 21238},999,0.9145,181060.46875,350,0.01
kmmav33g,dirichlet,-3,,0.0,1000,17359,1644880951,0.9125,4382.13525390625,215715.46875,935134.5,{'runtime': 17361},999,0.9223,216142.875,350,0.001
lquadahs,dirichlet,-2,,0.0,1000,17487,1644881053,0.9116,4475.41845703125,216439.046875,938672.0625,{'runtime': 17488},999,0.9211,216487.3125,350,0.001
o97oqbg2,dirichlet,-3,,0.0,1000,17593,1644880777,0.9145,5491.2880859375,251829.5,979263.8125,{'runtime': 17595},999,0.9287,251400.796875,350,0.0001
yth7t64u,dirichlet,-2,,0.0,1000,17380,1644880333,0.9145,5610.06298828125,253134.453125,997077.375,{'runtime': 17382},999,0.9277,252713.375,350,0.0001
ie8vxkf2,dirichlet,-3,,0.0,1000,17310,1644871901,0.9188,6837.52099609375,290626.59375,1058602.5,{'runtime': 17311},999,0.9282,291317.875,350,1e-05
yxa7f7au,dirichlet,-2,,0.0,1000,17394,1644871985,0.9193,6911.3173828125,291610.46875,1061834.5,{'runtime': 17395},999,0.9262,291958.78125,350,1e-05
6uqeenpb,dirichlet,-3,,0.0,1000,17419,1644871758,0.9204,8230.3603515625,334298.375,1088331.25,{'runtime': 17420},999,0.9247,334339.625,350,1e-06
www177th,dirichlet,-2,,0.0,1000,21225,1644874831,0.9216,7983.25732421875,331022.375,1177184.5,{'runtime': 21226},999,0.929,332254.96875,350,1e-06
